"x","y","set"
30.8806186076254,11.5282267420858,"train"
8.85953322285786,-0.144875104749766,"train"
12.6153561519459,2.77046770572305,"test"
18.8253422849812,3.7507521770259,"train"
30.8506230590865,9.56572714103575,"train"
42.0185379916802,16.5105064870836,"train"
45.995309704449,8.57287599095211,"train"
12.415404303465,1.33928016066107,"train"
46.998825634364,7.37410069555853,"train"
20.5320816719905,5.93026852876151,"train"
24.7931345715187,8.96609374678132,"train"
44.5886370376684,10.4484593278163,"train"
8.02136199781671,0.776262922552725,"train"
43.5501447296701,11.8529511372881,"train"
19.9665765860118,6.27056210776218,"train"
46.1176812998019,7.54686729563416,"test"
25.2364286337979,8.11919274400922,"test"
41.2242452148348,13.6091107180065,"train"
30.7868104078807,12.6471191767543,"test"
42.0701096416451,14.6282194709772,"train"
19.7106354404241,5.56222331145085,"train"
26.9273549201898,10.1951149984052,"train"
42.6112596062012,13.3414230142845,"train"
21.9503397587687,5.28002876456233,"train"
5.90589242056012,0.781379824228414,"train"
1.27372215501964,0.230793952764894,"train"
24.0737531334162,9.33044956369714,"train"
35.0276625482365,15.3699288290137,"test"
48.0817640549503,7.08727025056166,"train"
38.9500507269986,16.3014095339184,"train"
6.06271733995527,0.336556826260456,"train"
23.0665471637622,7.86462580472081,"train"
49.6317696524784,4.78788499485792,"train"
27.8969230712391,9.64654333150526,"train"
42.3594845109619,12.9812302729848,"test"
45.2228534966707,11.6101275426044,"train"
21.8483120435849,4.97637524765746,"train"
13.0357237765566,0.284379581319758,"train"
20.5349117750302,5.57239625649041,"train"
2.1660614060238,-0.901781599884169,"train"
45.9201220655814,10.9968455432035,"train"
49.9346049735323,1.03078457524929,"train"
25.8192169014364,7.70320286939498,"train"
18.7885641003959,4.52085753356301,"train"
12.3497297754511,3.45792511149007,"train"
6.29652681527659,-0.0248327313173793,"train"
18.7827732064761,3.06522694121201,"test"
18.8972748001106,3.24255043542552,"train"
7.67986127175391,0.527775366965555,"train"
37.8398998407647,15.0045458317978,"train"
45.356121356599,11.5561196568674,"train"
12.633318011649,0.194562350406707,"train"
44.9299508822151,10.3122552793055,"train"
33.8139101397246,12.3262567240031,"train"
44.2753869108856,12.0881408845977,"train"
8.53997106896713,1.24529755399261,"train"
41.6131861275062,14.0710308272335,"train"
6.62900040624663,-0.0734112858674466,"train"
40.6293570646085,15.0196924473182,"train"
39.7413141210563,14.3439369359742,"train"
10.2339364704676,0.180655362212334,"train"
16.3471101783216,3.25556684132915,"train"
1.02913562441245,-0.0805776241117711,"train"
9.96094457805157,-0.546696569809219,"train"
3.13232773914933,0.143173859901834,"train"
39.0876213787124,14.8420976229596,"train"
23.0003824573942,7.19176164083071,"train"
27.4822795763612,8.94566407845889,"test"
33.3102412638254,12.8956457563502,"train"
38.0535254022107,14.0532657421107,"test"
0.657413282897323,-0.38575239845135,"train"
22.8491261717863,8.18719552298441,"train"
6.30640578456223,0.127333925849068,"train"
33.4646634873934,12.0197568936379,"train"
20.5035995459184,7.09462860397977,"train"
16.4536608499475,4.5440885655425,"train"
47.3313853726722,6.43065500911627,"train"
19.4692895049229,5.45094149480534,"train"
33.6014237254858,12.2723236175369,"train"
49.0732775535434,6.15434737702355,"train"
11.1195194302127,1.59419781565314,"train"
36.4268476609141,15.5450566629356,"train"
44.0950053860433,11.9038676801093,"train"
29.256816918496,10.8809618712962,"train"
14.9684849777259,2.98074173584699,"train"
4.87426863983274,-0.752401670849202,"train"
1.13222624640912,-0.147286874767575,"train"
14.7104710107669,3.24286823856622,"train"
36.7113730986603,15.3601883353178,"train"
12.8663193667307,2.65147020597614,"train"
13.4676480898634,1.85516407102979,"train"
31.2548725749366,11.3429204759506,"train"
49.8166825040244,4.12696022215995,"train"
39.2620749538764,14.00948846418,"train"
4.99605973018333,1.32478061153559,"train"
27.5274278712459,10.478131164988,"train"
24.4125453289598,8.51514103663134,"train"
41.6359501774423,13.441447880239,"train"
19.1125974291936,5.05176495259699,"test"
46.2878123973496,10.1837173064185,"train"
15.079777513165,1.33273623192401,"train"
31.6557000507601,10.6472160756022,"test"
45.5031263525598,10.1014072521153,"train"
47.5768775329925,9.18480936972293,"train"
30.9324490604922,12.6092436810833,"train"
23.616144747939,8.74712868906479,"train"
31.0749896219932,12.9924602360314,"train"
15.2934835641645,3.5719555483111,"train"
4.10052007064223,0.103700393218116,"train"
4.45744267199188,-0.0794838041964684,"train"
3.8967005093582,0.585225083698072,"train"
15.4322583577596,2.65584181917551,"train"
27.1453601308167,9.57198788747444,"train"
43.64690129878,13.6672228781826,"train"
35.2808960480615,13.1333482106071,"train"
18.5831148526631,2.45986159926658,"train"
15.7494948478416,3.29169209053483,"train"
45.6560460035689,9.90421249388085,"train"
43.5065432800911,11.09462165057,"train"
27.3374763317406,10.9463918599921,"train"
18.5668645543046,2.93890065840898,"train"
12.0624968782067,1.84863497167205,"test"
5.90963151771575,0.287546099856181,"train"
49.9628096004017,2.77571184999899,"train"
33.7418746901676,13.3493484649841,"train"
30.3282661712728,12.8109409322344,"train"
4.23410342773423,-0.0794745937551946,"train"
30.2721589920111,12.9407120380916,"train"
16.5243912488222,3.49143465338298,"train"
21.9074625289068,6.95747200179867,"train"
1.32446974748746,-0.614500616633304,"train"
26.1255122255534,9.31271733519907,"train"
39.4885051297024,14.7242984361679,"test"
19.6073384955525,4.67544260139142,"train"
9.45866350084543,1.45472223663888,"train"
34.6854391740635,14.8121434324029,"train"
47.4608213291503,5.79532828246667,"train"
17.2033385024406,3.3667642566257,"train"
42.1474553528242,13.0755547222686,"train"
34.8050816217437,14.020408650795,"train"
20.6112178857438,5.59925719977514,"train"
41.9242023490369,13.8264885136565,"train"
3.977289958857,-0.879700581672319,"train"
46.5836921823211,8.94953906382781,"train"
48.384730599355,5.40912499918568,"train"
40.9599670325406,15.5274190588923,"train"
19.2938285414129,5.60943165525736,"train"
27.0416140323505,9.28954740527555,"train"
28.2648354419507,11.4112589690157,"train"
32.26403928129,15.6460889344868,"train"
34.8027775646187,14.7070241800828,"train"
37.2616885346361,15.100205874819,"train"
42.2828810405917,14.3611617455259,"test"
44.1820009960793,12.9534762195273,"train"
30.1000728388317,10.1112955037196,"train"
21.3118635467254,5.13728697289813,"train"
15.9099818323739,1.77627806480413,"train"
3.33713731961325,-0.585628023314446,"train"
0.521815591491759,0.48818059398603,"test"
