"x","y","set"
30.8806186076254,9.57666591191519,"train"
8.85953322285786,2.14877301205303,"train"
12.6153561519459,5.30268180507082,"train"
18.8253422849812,5.49296347688315,"train"
30.8506230590865,7.62121635305589,"train"
42.0185379916802,16.8668315705109,"train"
45.995309704449,13.9494558452929,"train"
12.415404303465,3.87264881658798,"train"
46.998825634364,14.5531360694838,"test"
20.5320816719905,7.23092621202851,"train"
24.7931345715187,8.90776135780525,"train"
44.5886370376684,13.6843924408653,"train"
8.02136199781671,2.94437267781863,"train"
43.5501447296701,13.7746156390415,"train"
19.9665765860118,7.72616056324194,"test"
46.1176812998019,13.1305285225047,"train"
25.2364286337979,7.90896724549416,"train"
41.2242452148348,13.3136151566371,"train"
30.7868104078807,10.7177300507395,"train"
42.0701096416451,15.0304895054305,"train"
19.7106354404241,7.08524031400507,"train"
26.9273549201898,9.40922886775701,"train"
42.6112596062012,14.2534949344341,"train"
21.9503397587687,6.15994539446495,"train"
5.90589242056012,2.52756189462628,"train"
1.27372215501964,0.650458109493296,"train"
24.0737531334162,9.51703895305301,"train"
35.0276625482365,12.9146063918432,"test"
48.0817640549503,16.490037248127,"test"
38.9500507269986,14.6695697363158,"train"
6.06271733995527,2.11881969251042,"train"
23.0665471637622,8.38730251500243,"test"
49.6317696524784,17.9184776320724,"train"
27.8969230712391,8.54202554866263,"train"
42.3594845109619,13.6497623949004,"train"
45.2228534966707,15.7577422110318,"train"
21.8483120435849,5.88792104644525,"train"
13.0357237765566,2.80901798988298,"test"
20.5349117750302,6.87225864367517,"train"
2.1660614060238,-0.196341525343813,"train"
45.9201220655814,16.2478986642157,"train"
49.9346049735323,14.9694065925559,"train"
25.8192169014364,7.29320555928878,"train"
18.7885641003959,6.27168305955994,"train"
12.3497297754511,5.99132845699244,"train"
6.29652681527659,1.80986959052565,"train"
18.7827732064761,4.81740512169125,"train"
18.8972748001106,4.96779686638881,"train"
7.67986127175391,2.63768215191113,"train"
37.8398998407647,12.9711315838955,"train"
45.356121356599,15.906294928085,"train"
12.633318011649,2.72659543324306,"train"
44.9299508822151,14.0281945078324,"train"
33.8139101397246,9.9045797736841,"test"
44.2753869108856,14.9048362340173,"train"
8.53997106896713,3.49403289002773,"train"
41.6131861275062,14.0817838679318,"train"
6.62900040624663,1.83300130083162,"test"
40.6293570646085,14.3019017783186,"train"
39.7413141210563,13.0939289288982,"train"
10.2339364704676,2.6245465298852,"train"
16.3471101783216,5.48083890375463,"train"
1.02913562441245,0.259311784717155,"train"
9.96094457805157,1.87300167699817,"train"
3.13232773914933,1.14553184135035,"train"
39.0876213787124,13.2706920943408,"train"
23.0003824573942,7.73612312568889,"train"
27.4822795763612,7.9757956571931,"train"
33.3102412638254,10.5190684569032,"train"
38.0535254022107,12.0856316641458,"train"
0.657413282897323,-0.167984636099795,"test"
22.8491261717863,8.78091291079218,"test"
6.30640578456223,1.96421577243758,"test"
33.4646634873934,9.62755524829188,"train"
20.5035995459184,8.4032794141919,"train"
16.4536608499475,6.7529002453361,"train"
47.3313853726722,14.2608817429935,"train"
19.4692895049229,7.03591207412272,"train"
33.6014237254858,9.86759730819814,"test"
49.0732775535434,17.8644898751543,"train"
11.1195194302127,4.09683775072114,"train"
36.4268476609141,13.202738756879,"test"
44.0950053860433,14.4882097788938,"train"
29.256816918496,9.35870810322371,"train"
14.9684849777259,5.38145840115745,"train"
4.87426863983274,0.739205814490188,"train"
1.13222624640912,0.226289136833581,"train"
14.7104710107669,5.66849578758569,"train"
36.7113730986603,13.0632931513321,"train"
12.8663193667307,5.1800005826206,"train"
13.4676480898634,4.36476223651338,"train"
31.2548725749366,9.30661897478293,"train"
49.8166825040244,17.7477311156001,"train"
39.2620749538764,12.5182664813869,"train"
4.99605973018333,2.84793311363837,"train"
27.5274278712459,9.49347236137034,"train"
24.4125453289598,8.58673005047495,"train"
41.6359501774423,13.4708852930789,"test"
19.1125974291936,6.72531553795276,"train"
46.2878123973496,16.0610525969576,"train"
15.079777513165,3.72192491835002,"train"
31.6557000507601,8.52714786404372,"train"
45.5031263525598,14.6795480382734,"train"
47.5768775329925,17.5135618414065,"train"
30.9324490604922,10.6455891293957,"train"
23.616144747939,9.08767122273685,"train"
31.0749896219932,10.9961324665029,"train"
15.2934835641645,5.93769325368775,"train"
4.10052007064223,1.38633279140444,"train"
4.45744267199188,1.30133554693807,"train"
3.8967005093582,1.81048695059564,"train"
15.4322583577596,5.00543004747486,"train"
